feature,games,accuracy,log_loss,brier
completion_rate_std_diff,3018,0.5931080185553347,0.6738883199769742,0.24032445207061082
punt_rate_l3_diff,3018,0.5758780649436713,0.6741226346078397,0.2406857480241952
cpoe_ewm_diff,3018,0.5821736249171637,0.674136832619233,0.24064296756964532
early_down_epa_l3_diff,3018,0.5815109343936382,0.6742669925755645,0.2406763829768699
sack_rate_l8_diff,3018,0.5669317428760768,0.6744914920341297,0.24085735088848662
completion_rate_l3_diff,3018,0.5732273028495692,0.6746211729958514,0.2409048165692508
explosive_pass_rate_l8_diff,3018,0.572233267064281,0.6748046364533231,0.2410172805600269
punt_rate_std_diff,3018,0.5735586481113321,0.6752187073276248,0.2411521024926663
wp_added_std_diff,3018,0.5808482438701127,0.6755578492183427,0.24107912860277028
sack_rate_l5_diff,3018,0.5632869449966865,0.6765507850224307,0.24187884019080755
third_down_rate_l5_diff,3018,0.5666003976143141,0.6766047345247976,0.24189564327789762
early_down_epa_std_diff,3018,0.5715705765407555,0.6767609256271808,0.24143340814486228
third_down_rate_ewm_diff,3018,0.5765407554671969,0.6768548073352041,0.24196677781293374
cpoe_l3_diff,3018,0.5742213386348575,0.6777457115031338,0.2424397831513012
cpoe_std_diff,3018,0.5689198144466534,0.678007197473939,0.2422758715578438
third_down_rate_std_diff,3018,0.5728959575878065,0.6781341144327223,0.24226776678519235
sack_rate_ewm_diff,3018,0.5619615639496355,0.6788315361974574,0.2429916852877384
explosive_pass_rate_l5_diff,3018,0.57090788601723,0.6788508856453805,0.24294356633489797
sack_rate_std_diff,3018,0.5563286944996687,0.6794995000476375,0.24325839200840893
rush_success_l8_diff,3018,0.5579854208084825,0.6801289749733848,0.24359314321814524
def_pass_epa_l8_diff,3018,0.5725646123260437,0.6804866028236287,0.24370613464052068
def_turnovers_per_drive_l8_diff,3018,0.5596421471172962,0.6805155144147091,0.24378650710570718
qb_hit_rate_l8_diff,3018,0.5603048376408217,0.6805948506069585,0.24386567755685734
third_down_rate_l3_diff,3018,0.5629555997349238,0.6811389167976777,0.2440339428679688
explosive_pass_rate_ewm_diff,3018,0.5659377070907886,0.6813312724533077,0.2441534800710547
sack_rate_l3_diff,3018,0.5540092776673293,0.6813794842077228,0.2442136307426797
def_turnovers_per_drive_l5_diff,3018,0.5593108018555335,0.6814584022743164,0.2442161688783763
def_turnovers_per_drive_ewm_diff,3018,0.5556660039761432,0.6814838400337869,0.24425479147869977
qb_hit_rate_l5_diff,3018,0.5530152418820411,0.6816544657423859,0.24438381557737884
def_epa_per_play_l5_diff,3018,0.558648111332008,0.6817099487091008,0.2443504430091432
